name	station	month	mid_temp
Oslo - Blindern	SN18700	08.2020	17,2
Oslo - Blindern	SN18700	09.2020	12,8
Oslo - Blindern	SN18700	10.2020	8,1
Oslo - Blindern	SN18700	11.2020	5,2
Oslo - Blindern	SN18700	12.2020	2,2
Oslo - Blindern	SN18700	01.2021	-4,7
Oslo - Blindern	SN18700	02.2021	-3,2
Oslo - Blindern	SN18700	03.2021	3,1
Oslo - Blindern	SN18700	04.2021	5,7
Oslo - Blindern	SN18700	05.2021	10,6
Oslo - Blindern	SN18700	06.2021	17,3
Oslo - Blindern	SN18700	07.2021	19,9
Oslo - Blindern	SN18700	08.2021	16,4
Oslo - Blindern	SN18700	09.2021	13,2
Oslo - Blindern	SN18700	10.2021	8,7
Oslo - Blindern	SN18700	11.2021	2,7
Oslo - Blindern	SN18700	12.2021	-3
Oslo - Blindern	SN18700	01.2022	-0,2
Oslo - Blindern	SN18700	02.2022	0,3
Oslo - Blindern	SN18700	03.2022	2,8
Oslo - Blindern	SN18700	04.2022	6,4
Oslo - Blindern	SN18700	05.2022	11,4
Oslo - Blindern	SN18700	06.2022	16,7
Oslo - Blindern	SN18700	07.2022	17,5
Oslo - Blindern	SN18700	08.2022	17,3
Oslo - Blindern	SN18700	09.2022	12
Oslo - Blindern	SN18700	10.2022	8
Oslo - Blindern	SN18700	11.2022	4,8
Oslo - Blindern	SN18700	12.2022	-3,6
Oslo - Blindern	SN18700	01.2023	-1,1
Oslo - Blindern	SN18700	02.2023	0,4
Oslo - Blindern	SN18700	03.2023	-0,5
Oslo - Blindern	SN18700	04.2023	6,1
Oslo - Blindern	SN18700	05.2023	11,9
Oslo - Blindern	SN18700	06.2023	19
Oslo - Blindern	SN18700	07.2023	16,3
Oslo - Blindern	SN18700	08.2023	16,2
Oslo - Blindern	SN18700	09.2023	14,4
Oslo - Blindern	SN18700	10.2023	5,4
Oslo - Blindern	SN18700	11.2023	-0,4
Oslo - Blindern	SN18700	12.2023	-4,6
Oslo - Blindern	SN18700	01.2024	-5,6
Oslo - Blindern	SN18700	02.2024	-0,9
Oslo - Blindern	SN18700	03.2024	2,7
