name	station	month	rain_mm
Oslo - Blindern	SN18700	09.1988	115,4
Oslo - Blindern	SN18700	10.1988	79,9
Oslo - Blindern	SN18700	11.1988	25,6
Oslo - Blindern	SN18700	12.1988	27,2
Oslo - Blindern	SN18700	01.1989	11,1
Oslo - Blindern	SN18700	02.1989	45,6
Oslo - Blindern	SN18700	03.1989	83,1
Oslo - Blindern	SN18700	04.1989	84,8
Oslo - Blindern	SN18700	05.1989	38
Oslo - Blindern	SN18700	06.1989	59,9
Oslo - Blindern	SN18700	07.1989	58,5
Oslo - Blindern	SN18700	08.1989	177,8
Oslo - Blindern	SN18700	09.1989	53,2
Oslo - Blindern	SN18700	10.1989	59,2
Oslo - Blindern	SN18700	11.1989	73,5
Oslo - Blindern	SN18700	12.1989	33,1
Oslo - Blindern	SN18700	01.1990	77,2
Oslo - Blindern	SN18700	02.1990	87
Oslo - Blindern	SN18700	03.1990	20,4
Oslo - Blindern	SN18700	04.1990	62,9
Oslo - Blindern	SN18700	05.1990	9,9
Oslo - Blindern	SN18700	06.1990	89,3
Oslo - Blindern	SN18700	07.1990	64,2
Oslo - Blindern	SN18700	08.1990	63,1
Oslo - Blindern	SN18700	09.1990	59,8
Oslo - Blindern	SN18700	10.1990	77,4
Oslo - Blindern	SN18700	11.1990	47,8
Oslo - Blindern	SN18700	12.1990	87,1
Oslo - Blindern	SN18700	01.1991	59,3
Oslo - Blindern	SN18700	02.1991	24,1
Oslo - Blindern	SN18700	03.1991	63,7
Oslo - Blindern	SN18700	04.1991	22,2
Oslo - Blindern	SN18700	05.1991	2,7
Oslo - Blindern	SN18700	06.1991	96,9
Oslo - Blindern	SN18700	07.1991	42,8
Oslo - Blindern	SN18700	08.1991	32,7
Oslo - Blindern	SN18700	09.1991	70,3
Oslo - Blindern	SN18700	10.1991	62,4
Oslo - Blindern	SN18700	11.1991	115,4
Oslo - Blindern	SN18700	12.1991	21,1
Oslo - Blindern	SN18700	01.1992	14,2
Oslo - Blindern	SN18700	02.1992	22,3
Oslo - Blindern	SN18700	03.1992	68,7
Oslo - Blindern	SN18700	04.1992	59,2
Oslo - Blindern	SN18700	05.1992	36,1
Oslo - Blindern	SN18700	06.1992	37,5
Oslo - Blindern	SN18700	07.1992	88,7
Oslo - Blindern	SN18700	08.1992	135,3
Oslo - Blindern	SN18700	09.1992	64
Oslo - Blindern	SN18700	10.1992	34,7
Oslo - Blindern	SN18700	11.1992	141
Oslo - Blindern	SN18700	12.1992	51,8
Oslo - Blindern	SN18700	01.1993	44,2
Oslo - Blindern	SN18700	02.1993	44,4
Oslo - Blindern	SN18700	03.1993	4,9
Oslo - Blindern	SN18700	04.1993	31,8
Oslo - Blindern	SN18700	05.1993	58,7
Oslo - Blindern	SN18700	06.1993	29,9
Oslo - Blindern	SN18700	07.1993	102,7
Oslo - Blindern	SN18700	08.1993	113,3
Oslo - Blindern	SN18700	09.1993	28,4
Oslo - Blindern	SN18700	10.1993	132,4
Oslo - Blindern	SN18700	11.1993	104,4
Oslo - Blindern	SN18700	12.1993	66,9
Oslo - Blindern	SN18700	01.1994	65,7
Oslo - Blindern	SN18700	02.1994	18,5
Oslo - Blindern	SN18700	03.1994	48,9
Oslo - Blindern	SN18700	04.1994	81,8
Oslo - Blindern	SN18700	05.1994	0,7
Oslo - Blindern	SN18700	06.1994	48,2
Oslo - Blindern	SN18700	07.1994	14,5
Oslo - Blindern	SN18700	08.1994	147,2
Oslo - Blindern	SN18700	09.1994	80
Oslo - Blindern	SN18700	10.1994	43,6
Oslo - Blindern	SN18700	11.1994	41
Oslo - Blindern	SN18700	12.1994	71,3
Oslo - Blindern	SN18700	01.1995	110,4
Oslo - Blindern	SN18700	02.1995	82,8
Oslo - Blindern	SN18700	03.1995	43,4
Oslo - Blindern	SN18700	04.1995	41,2
Oslo - Blindern	SN18700	05.1995	37
Oslo - Blindern	SN18700	06.1995	96
Oslo - Blindern	SN18700	07.1995	102,3
Oslo - Blindern	SN18700	08.1995	14,2
Oslo - Blindern	SN18700	09.1995	90,9
Oslo - Blindern	SN18700	10.1995	51
Oslo - Blindern	SN18700	11.1995	20,7
Oslo - Blindern	SN18700	12.1995	9,4
Oslo - Blindern	SN18700	01.1996	37,5
Oslo - Blindern	SN18700	02.1996	33,5
Oslo - Blindern	SN18700	03.1996	0,2
Oslo - Blindern	SN18700	04.1996	24,6
Oslo - Blindern	SN18700	05.1996	72,9
Oslo - Blindern	SN18700	06.1996	45,8
Oslo - Blindern	SN18700	07.1996	37,3
Oslo - Blindern	SN18700	08.1996	74,8
Oslo - Blindern	SN18700	09.1996	95,6
Oslo - Blindern	SN18700	10.1996	107
Oslo - Blindern	SN18700	11.1996	93,7
Oslo - Blindern	SN18700	12.1996	46,1
Oslo - Blindern	SN18700	01.1997	20,1
Oslo - Blindern	SN18700	02.1997	68,5
Oslo - Blindern	SN18700	03.1997	11,5
Oslo - Blindern	SN18700	04.1997	2,9
Oslo - Blindern	SN18700	05.1997	62,8
Oslo - Blindern	SN18700	06.1997	67,1
Oslo - Blindern	SN18700	07.1997	42,8
Oslo - Blindern	SN18700	08.1997	52,7
Oslo - Blindern	SN18700	09.1997	92,3
Oslo - Blindern	SN18700	10.1997	72,8
Oslo - Blindern	SN18700	11.1997	48,7
Oslo - Blindern	SN18700	12.1997	45,1
Oslo - Blindern	SN18700	01.1998	47,2
Oslo - Blindern	SN18700	02.1998	25,5
Oslo - Blindern	SN18700	03.1998	46,9
Oslo - Blindern	SN18700	04.1998	90,6
Oslo - Blindern	SN18700	05.1998	18,8
Oslo - Blindern	SN18700	06.1998	120,2
Oslo - Blindern	SN18700	07.1998	78,7
Oslo - Blindern	SN18700	08.1998	112,7
Oslo - Blindern	SN18700	09.1998	78,2
Oslo - Blindern	SN18700	10.1998	102,1
Oslo - Blindern	SN18700	11.1998	33
Oslo - Blindern	SN18700	12.1998	43,5
Oslo - Blindern	SN18700	01.1999	92
Oslo - Blindern	SN18700	02.1999	37,3
Oslo - Blindern	SN18700	03.1999	131,2
Oslo - Blindern	SN18700	04.1999	46,8
Oslo - Blindern	SN18700	05.1999	41,2
Oslo - Blindern	SN18700	06.1999	142,9
Oslo - Blindern	SN18700	07.1999	66,3
Oslo - Blindern	SN18700	08.1999	30,4
Oslo - Blindern	SN18700	09.1999	163,3
Oslo - Blindern	SN18700	10.1999	97,8
Oslo - Blindern	SN18700	11.1999	28,2
Oslo - Blindern	SN18700	12.1999	67,5
Oslo - Blindern	SN18700	01.2000	27,8
Oslo - Blindern	SN18700	02.2000	33,2
Oslo - Blindern	SN18700	03.2000	27,7
Oslo - Blindern	SN18700	04.2000	76,3
Oslo - Blindern	SN18700	05.2000	94,3
Oslo - Blindern	SN18700	06.2000	75,3
Oslo - Blindern	SN18700	07.2000	70,7
Oslo - Blindern	SN18700	08.2000	147,5
Oslo - Blindern	SN18700	09.2000	54,4
Oslo - Blindern	SN18700	10.2000	193,3
Oslo - Blindern	SN18700	11.2000	279,1
Oslo - Blindern	SN18700	12.2000	93
Oslo - Blindern	SN18700	01.2001	77,8
Oslo - Blindern	SN18700	02.2001	26,2
Oslo - Blindern	SN18700	03.2001	41,8
Oslo - Blindern	SN18700	04.2001	84,2
Oslo - Blindern	SN18700	05.2001	83
Oslo - Blindern	SN18700	06.2001	45
Oslo - Blindern	SN18700	07.2001	82,3
Oslo - Blindern	SN18700	08.2001	92,8
Oslo - Blindern	SN18700	09.2001	66,9
Oslo - Blindern	SN18700	10.2001	149,3
Oslo - Blindern	SN18700	11.2001	37,3
Oslo - Blindern	SN18700	12.2001	31,2
Oslo - Blindern	SN18700	01.2002	75,6
Oslo - Blindern	SN18700	02.2002	57,9
Oslo - Blindern	SN18700	03.2002	32,4
Oslo - Blindern	SN18700	04.2002	40,4
Oslo - Blindern	SN18700	05.2002	99,2
Oslo - Blindern	SN18700	06.2002	60,5
Oslo - Blindern	SN18700	07.2002	133
Oslo - Blindern	SN18700	08.2002	34,8
Oslo - Blindern	SN18700	09.2002	96,9
Oslo - Blindern	SN18700	10.2002	100,4
Oslo - Blindern	SN18700	11.2002	78,1
Oslo - Blindern	SN18700	12.2002	27,8
Oslo - Blindern	SN18700	01.2003	40,1
Oslo - Blindern	SN18700	02.2003	56,2
Oslo - Blindern	SN18700	03.2003	30,6
Oslo - Blindern	SN18700	04.2003	46
Oslo - Blindern	SN18700	05.2003	83,9
Oslo - Blindern	SN18700	06.2003	77,7
Oslo - Blindern	SN18700	07.2003	108,3
Oslo - Blindern	SN18700	08.2003	63,4
Oslo - Blindern	SN18700	09.2003	66,1
Oslo - Blindern	SN18700	10.2003	31,6
Oslo - Blindern	SN18700	11.2003	62,4
Oslo - Blindern	SN18700	12.2003	59,5
Oslo - Blindern	SN18700	01.2004	108,9
Oslo - Blindern	SN18700	02.2004	24,1
Oslo - Blindern	SN18700	03.2004	36,1
Oslo - Blindern	SN18700	04.2004	54,3
Oslo - Blindern	SN18700	05.2004	39,5
Oslo - Blindern	SN18700	06.2004	74,7
Oslo - Blindern	SN18700	07.2004	51
Oslo - Blindern	SN18700	08.2004	80,9
Oslo - Blindern	SN18700	09.2004	105,6
Oslo - Blindern	SN18700	10.2004	100,2
Oslo - Blindern	SN18700	11.2004	46,6
Oslo - Blindern	SN18700	12.2004	32,6
Oslo - Blindern	SN18700	01.2005	35,9
Oslo - Blindern	SN18700	02.2005	10
Oslo - Blindern	SN18700	03.2005	24,8
Oslo - Blindern	SN18700	04.2005	30,1
Oslo - Blindern	SN18700	05.2005	99,3
Oslo - Blindern	SN18700	06.2005	41,9
Oslo - Blindern	SN18700	07.2005	79,8
Oslo - Blindern	SN18700	08.2005	102,1
Oslo - Blindern	SN18700	09.2005	38,5
Oslo - Blindern	SN18700	10.2005	91,4
Oslo - Blindern	SN18700	11.2005	116,2
Oslo - Blindern	SN18700	12.2005	40,3
Oslo - Blindern	SN18700	01.2006	39,6
Oslo - Blindern	SN18700	02.2006	63,7
Oslo - Blindern	SN18700	03.2006	49,6
Oslo - Blindern	SN18700	04.2006	53,4
Oslo - Blindern	SN18700	05.2006	77,4
Oslo - Blindern	SN18700	06.2006	57,6
Oslo - Blindern	SN18700	07.2006	36,8
Oslo - Blindern	SN18700	08.2006	113,8
Oslo - Blindern	SN18700	09.2006	57,1
Oslo - Blindern	SN18700	10.2006	164,4
Oslo - Blindern	SN18700	11.2006	149,7
Oslo - Blindern	SN18700	12.2006	67,7
Oslo - Blindern	SN18700	01.2007	70,7
Oslo - Blindern	SN18700	02.2007	39,9
Oslo - Blindern	SN18700	03.2007	29,3
Oslo - Blindern	SN18700	04.2007	49,1
Oslo - Blindern	SN18700	05.2007	83,2
Oslo - Blindern	SN18700	06.2007	133
Oslo - Blindern	SN18700	07.2007	184,8
Oslo - Blindern	SN18700	08.2007	61,4
Oslo - Blindern	SN18700	09.2007	65,2
Oslo - Blindern	SN18700	10.2007	16,6
Oslo - Blindern	SN18700	11.2007	87,8
Oslo - Blindern	SN18700	12.2007	48,1
Oslo - Blindern	SN18700	01.2008	107,1
Oslo - Blindern	SN18700	02.2008	76,4
Oslo - Blindern	SN18700	03.2008	75,5
Oslo - Blindern	SN18700	04.2008	66,9
Oslo - Blindern	SN18700	05.2008	20,5
Oslo - Blindern	SN18700	06.2008	51,4
Oslo - Blindern	SN18700	07.2008	159,4
Oslo - Blindern	SN18700	08.2008	179,5
Oslo - Blindern	SN18700	09.2008	45,3
Oslo - Blindern	SN18700	10.2008	130,3
Oslo - Blindern	SN18700	11.2008	70,5
Oslo - Blindern	SN18700	12.2008	30,9
Oslo - Blindern	SN18700	01.2009	57,6
Oslo - Blindern	SN18700	02.2009	69,1
Oslo - Blindern	SN18700	03.2009	57,6
Oslo - Blindern	SN18700	04.2009	55
Oslo - Blindern	SN18700	05.2009	74,9
Oslo - Blindern	SN18700	06.2009	31
Oslo - Blindern	SN18700	07.2009	162,3
Oslo - Blindern	SN18700	08.2009	148,1
Oslo - Blindern	SN18700	09.2009	32,5
Oslo - Blindern	SN18700	10.2009	54,7
Oslo - Blindern	SN18700	11.2009	125,3
Oslo - Blindern	SN18700	12.2009	67,6
Oslo - Blindern	SN18700	01.2010	13,6
Oslo - Blindern	SN18700	02.2010	37,3
Oslo - Blindern	SN18700	03.2010	37,5
Oslo - Blindern	SN18700	04.2010	58,5
Oslo - Blindern	SN18700	05.2010	28,4
Oslo - Blindern	SN18700	06.2010	78,4
Oslo - Blindern	SN18700	07.2010	116,6
Oslo - Blindern	SN18700	08.2010	153,9
Oslo - Blindern	SN18700	09.2010	89,1
Oslo - Blindern	SN18700	10.2010	84,3
Oslo - Blindern	SN18700	11.2010	23,9
Oslo - Blindern	SN18700	12.2010	15,4
Oslo - Blindern	SN18700	01.2011	47,2
Oslo - Blindern	SN18700	02.2011	53,3
Oslo - Blindern	SN18700	03.2011	15,8
Oslo - Blindern	SN18700	04.2011	39,6
Oslo - Blindern	SN18700	05.2011	67,9
Oslo - Blindern	SN18700	06.2011	156,9
Oslo - Blindern	SN18700	07.2011	106,9
Oslo - Blindern	SN18700	08.2011	189,4
Oslo - Blindern	SN18700	09.2011	149,7
Oslo - Blindern	SN18700	10.2011	75,3
Oslo - Blindern	SN18700	11.2011	15,2
Oslo - Blindern	SN18700	12.2011	70
Oslo - Blindern	SN18700	01.2012	54,3
Oslo - Blindern	SN18700	02.2012	14,2
Oslo - Blindern	SN18700	03.2012	17,8
Oslo - Blindern	SN18700	04.2012	70,2
Oslo - Blindern	SN18700	05.2012	59,2
Oslo - Blindern	SN18700	06.2012	93,8
Oslo - Blindern	SN18700	07.2012	149,4
Oslo - Blindern	SN18700	08.2012	97,9
Oslo - Blindern	SN18700	09.2012	83,9
Oslo - Blindern	SN18700	10.2012	116,5
Oslo - Blindern	SN18700	11.2012	150
Oslo - Blindern	SN18700	12.2012	64
Oslo - Blindern	SN18700	01.2013	41,6
Oslo - Blindern	SN18700	02.2013	18,1
Oslo - Blindern	SN18700	03.2013	8,7
Oslo - Blindern	SN18700	04.2013	40,6
Oslo - Blindern	SN18700	05.2013	89,4
Oslo - Blindern	SN18700	06.2013	126,7
Oslo - Blindern	SN18700	07.2013	19,3
Oslo - Blindern	SN18700	08.2013	121,2
Oslo - Blindern	SN18700	09.2013	40,9
Oslo - Blindern	SN18700	10.2013	91,7
Oslo - Blindern	SN18700	11.2013	52,1
Oslo - Blindern	SN18700	12.2013	107,5
Oslo - Blindern	SN18700	01.2014	73,1
Oslo - Blindern	SN18700	02.2014	129,8
Oslo - Blindern	SN18700	03.2014	57,5
Oslo - Blindern	SN18700	04.2014	55,2
Oslo - Blindern	SN18700	05.2014	57,5
Oslo - Blindern	SN18700	06.2014	110,5
Oslo - Blindern	SN18700	07.2014	52,6
Oslo - Blindern	SN18700	08.2014	109,4
Oslo - Blindern	SN18700	09.2014	42,4
Oslo - Blindern	SN18700	10.2014	211
Oslo - Blindern	SN18700	11.2014	101,5
Oslo - Blindern	SN18700	12.2014	27,5
Oslo - Blindern	SN18700	01.2015	111
Oslo - Blindern	SN18700	02.2015	27,7
Oslo - Blindern	SN18700	03.2015	61,8
Oslo - Blindern	SN18700	04.2015	16,9
Oslo - Blindern	SN18700	05.2015	106,6
Oslo - Blindern	SN18700	06.2015	68,7
Oslo - Blindern	SN18700	07.2015	88,5
Oslo - Blindern	SN18700	08.2015	130,7
Oslo - Blindern	SN18700	09.2015	158,3
Oslo - Blindern	SN18700	10.2015	8,3
Oslo - Blindern	SN18700	11.2015	75,5
Oslo - Blindern	SN18700	12.2015	57,2
Oslo - Blindern	SN18700	01.2016	43
Oslo - Blindern	SN18700	02.2016	50,4
Oslo - Blindern	SN18700	03.2016	47,1
Oslo - Blindern	SN18700	04.2016	76,5
Oslo - Blindern	SN18700	05.2016	73,5
Oslo - Blindern	SN18700	06.2016	61,1
Oslo - Blindern	SN18700	07.2016	85,3
Oslo - Blindern	SN18700	08.2016	143,7
Oslo - Blindern	SN18700	09.2016	41
Oslo - Blindern	SN18700	10.2016	13,2
Oslo - Blindern	SN18700	11.2016	69,8
Oslo - Blindern	SN18700	12.2016	19,5
Oslo - Blindern	SN18700	01.2017	25,7
Oslo - Blindern	SN18700	02.2017	55,8
Oslo - Blindern	SN18700	03.2017	40,5
Oslo - Blindern	SN18700	04.2017	57
Oslo - Blindern	SN18700	05.2017	78,2
Oslo - Blindern	SN18700	06.2017	90,7
Oslo - Blindern	SN18700	07.2017	98,2
Oslo - Blindern	SN18700	08.2017	158,9
Oslo - Blindern	SN18700	09.2017	99,9
Oslo - Blindern	SN18700	10.2017	110,8
Oslo - Blindern	SN18700	11.2017	78,4
Oslo - Blindern	SN18700	12.2017	48,1
Oslo - Blindern	SN18700	01.2018	86,3
Oslo - Blindern	SN18700	02.2018	53,9
Oslo - Blindern	SN18700	03.2018	13,6
Oslo - Blindern	SN18700	04.2018	35,6
Oslo - Blindern	SN18700	05.2018	28,1
Oslo - Blindern	SN18700	06.2018	38,8
Oslo - Blindern	SN18700	07.2018	15,9
Oslo - Blindern	SN18700	08.2018	57,1
Oslo - Blindern	SN18700	09.2018	124,7
Oslo - Blindern	SN18700	10.2018	38,6
Oslo - Blindern	SN18700	11.2018	101,3
Oslo - Blindern	SN18700	12.2018	63,2
Oslo - Blindern	SN18700	01.2019	35,6
Oslo - Blindern	SN18700	02.2019	81,1
Oslo - Blindern	SN18700	03.2019	73,4
Oslo - Blindern	SN18700	04.2019	11,3
Oslo - Blindern	SN18700	05.2019	83
Oslo - Blindern	SN18700	06.2019	124,8
Oslo - Blindern	SN18700	07.2019	58,4
Oslo - Blindern	SN18700	08.2019	127,1
Oslo - Blindern	SN18700	09.2019	168,8
Oslo - Blindern	SN18700	10.2019	110,3
Oslo - Blindern	SN18700	11.2019	112,3
Oslo - Blindern	SN18700	12.2019	57
Oslo - Blindern	SN18700	01.2020	74,9
Oslo - Blindern	SN18700	02.2020	34,3
Oslo - Blindern	SN18700	03.2020	44,4
Oslo - Blindern	SN18700	04.2020	32,3
Oslo - Blindern	SN18700	05.2020	45,5
Oslo - Blindern	SN18700	06.2020	109,3
Oslo - Blindern	SN18700	07.2020	164,6
Oslo - Blindern	SN18700	08.2020	55,6
Oslo - Blindern	SN18700	09.2020	76,3
Oslo - Blindern	SN18700	10.2020	205,9
Oslo - Blindern	SN18700	11.2020	79,5
Oslo - Blindern	SN18700	12.2020	157,9
Oslo - Blindern	SN18700	01.2021	47,1
Oslo - Blindern	SN18700	02.2021	26,8
Oslo - Blindern	SN18700	03.2021	34,1
Oslo - Blindern	SN18700	04.2021	13,7
Oslo - Blindern	SN18700	05.2021	96,8
Oslo - Blindern	SN18700	06.2021	62,3
Oslo - Blindern	SN18700	07.2021	126,7
Oslo - Blindern	SN18700	08.2021	14,1
Oslo - Blindern	SN18700	09.2021	54
Oslo - Blindern	SN18700	10.2021	143,3
Oslo - Blindern	SN18700	11.2021	43,5
Oslo - Blindern	SN18700	12.2021	33,5
Oslo - Blindern	SN18700	01.2022	23,7
Oslo - Blindern	SN18700	02.2022	67,5
Oslo - Blindern	SN18700	03.2022	3,6
Oslo - Blindern	SN18700	04.2022	9,7
Oslo - Blindern	SN18700	05.2022	50,6
Oslo - Blindern	SN18700	06.2022	89
Oslo - Blindern	SN18700	07.2022	58,5
Oslo - Blindern	SN18700	08.2022	85,5
Oslo - Blindern	SN18700	09.2022	63,2
Oslo - Blindern	SN18700	10.2022	82,9
Oslo - Blindern	SN18700	11.2022	83,4
Oslo - Blindern	SN18700	12.2022	85,5
Oslo - Blindern	SN18700	01.2023	100,5
Oslo - Blindern	SN18700	02.2023	46
Oslo - Blindern	SN18700	03.2023	72,6
Oslo - Blindern	SN18700	04.2023	99,7
Oslo - Blindern	SN18700	05.2023	17
Oslo - Blindern	SN18700	06.2023	39,9
Oslo - Blindern	SN18700	07.2023	146,9
Oslo - Blindern	SN18700	08.2023	259,8
Oslo - Blindern	SN18700	09.2023	105,8
Oslo - Blindern	SN18700	10.2023	35,6
Oslo - Blindern	SN18700	11.2023	60,5
Oslo - Blindern	SN18700	12.2023	39,2
Oslo - Blindern	SN18700	01.2024	75,4
Oslo - Blindern	SN18700	02.2024	83,8
Oslo - Blindern	SN18700	03.2024	98,3
