PathwaySortOrder	Biochemical	SuperPathway	SubPathway	Comp.ID	Platform	Chemical.ID	RI	MASS	PUBCHEM	CAS	KEGG	HMDB
4147	ascorbic acid 3-sulfate*	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	63687	LC/MS Polar	100020409	2025	254,9815	11425365			
39	asparagine	Amino Acid	Alanine and Aspartate Metabolism	512	LC/MS Pos Early	917	1225	133,0608	6267	70-47-3	C00152	HMDB00168
35	aspartate	Amino Acid	Alanine and Aspartate Metabolism	443	LC/MS Pos Early	234	1165	134,0448	5960	56-84-8	C00049	HMDB00191
5392	atorvastatin (lipitor)	Xenobiotics	Drug - Metabolic	38619	LC/MS Neg	100002802	5101	557,2457	60823	134523-03-8	D00887	HMDB05006
5393	atorvastatin lactone	Xenobiotics	Drug - Metabolic	47878	LC/MS Pos Late	100005940	1190	541,2497	6483036	125995-03-1		
5258	azathioprine	Xenobiotics	Drug - Antineoplastic	64074	LC/MS Neg	100021074	2309	276,0309		446-86-6		
1575	azelate (C9-DC)	Lipid	Fatty Acid, Dicarboxylate	18362	LC/MS Polar	2029	2520	187,0976	2266	123-99-9	C08261	HMDB00784
1418	behenate (22:0)*	Lipid	Long Chain Saturated Fatty Acid	12125	LC/MS Neg	314	6745	339,3269	8215	112-85-6	C08281	HMDB00944
2936	behenoyl dihydrosphingomyelin (d18:0/22:0)*	Lipid	Dihydrosphingomyelins	57331	LC/MS Pos Late	100009026	3150	789,6844				HMDB12091
2942	behenoyl sphingomyelin (d18:1/22:0)*	Lipid	Sphingomyelins	48492	LC/MS Pos Late	100006294	3083	787,6688				HMDB12103
1755	behenoylcarnitine (C22)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	57514	LC/MS Pos Late	100015832	1561	484,436				
4268	benzoate	Xenobiotics	Benzoate Metabolism	15778	LC/MS Neg	100000008	1750	121,0295	243	65-85-0	C00180	HMDB01870
4046	beta-alanine	Nucleotide	Pyrimidine Metabolism, Uracil containing	55	LC/MS Pos Early	244	1905	90,055	239	"56-41-7;107-95-9"	C00099	HMDB00056
54	beta-citrylglutamate	Amino Acid	Glutamate Metabolism	54923	LC/MS Neg	100003271	530	320,0623	72715786	73590-26-8	C20775	
4231	beta-cryptoxanthin	Cofactors and Vitamins	Vitamin A Metabolism	57591	LC/MS Pos Late	100001977	2560	552,4326	6384256	472-70-8		HMDB33844
4570	beta-guanidinopropanoate	Xenobiotics	Food Component/Plant	35101	LC/MS Pos Early	100001411	2145	132,0768	67701	353-09-3	C03065	HMDB13222
325	beta-hydroxyisovalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	12129	LC/MS Neg	1442	1027	117,0557	69362	625-08-1		HMDB00754
326	beta-hydroxyisovaleroylcarnitine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	35433	LC/MS Pos Early	100001594	2584	262,1649		99159-87-2		
3055	beta-sitosterol	Lipid	Sterol	27414	LC/MS Pos Late	100001033	3054	397,3829	222284	83-46-5	C01753	HMDB00852
6	betaine	Amino Acid	Glycine, Serine and Threonine Metabolism	3141	LC/MS Pos Early	799	1064	118,0863	247	107-43-7	C00719	HMDB00043
4542	betonicine	Xenobiotics	Food Component/Plant	38100	LC/MS Pos Early	100002153	1012	160,0968	164642	515-25-3	C08269	HMDB29412
4205	bilirubin (E,E)*	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	32586	LC/MS Pos Late	100001950	1045	585,2708	5315454			
4206	bilirubin (E,Z or Z,E)*	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	47886	LC/MS Pos Late	100001951	1265	585,2708	5799469			HMDB00488
4204	bilirubin	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	43807	LC/MS Pos Late	1090	1840	585,2708	5280352	635-65-4	C00486	HMDB00054
4207	biliverdin	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	2137	LC/MS Pos Late	250	1016	583,2551	5353439	"55482-27-4;55482-27-4"	C00500	HMDB01008
1589	branched chain 14:0 dicarboxylic acid	Lipid	Fatty Acid, Dicarboxylate	63191	LC/MS Neg	100021374	3849	257,1758				
5897	branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*	Partially Characterized Molecules	Partially Characterized Molecules	63615	LC/MS Neg	100021666	4805	169,1234				
5898	branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (2)*	Partially Characterized Molecules	Partially Characterized Molecules	63616	LC/MS Neg	100021667	4853	169,1234				
5900	branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*	Partially Characterized Molecules	Partially Characterized Molecules	63683	LC/MS Neg	100021709	5261	197,1546				
1388	butyrate/isobutyrate (4:0)	Lipid	Short Chain Fatty Acid	40605	LC/MS Neg	1143	1062	87,0452	264	109-92-6	C00246	HMDB00039
1664	butyrylcarnitine (C4)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	32412	LC/MS Pos Early	100001054	2860	232,1543	439829	25576-40-3	C02862	HMDB02013
1665	butyrylglycine (C4)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	31850	LC/MS Neg	100001151	1470	144,0666	88412	20208-73-5		HMDB00808
245	C-glycosyltryptophan	Amino Acid	Tryptophan Metabolism	48782	LC/MS Neg	100006379	1777	365,1354	10981970	180509-18-6		
4935	caffeic acid sulfate	Xenobiotics	Food Component/Plant	53254	LC/MS Polar	100009337	1307	258,9918				HMDB41708
4367	caffeine	Xenobiotics	Xanthine Metabolism	569	LC/MS Pos Early	849	2106	195,0877	2519	58-08-2	C07481	HMDB01847
3058	campesterol	Lipid	Sterol	33997	LC/MS Pos Late	100001269	2873	383,3672	173183	474-62-4	C01789	HMDB02869
1394	caprate (10:0)	Lipid	Medium Chain Fatty Acid	1642	LC/MS Neg	888	5090,7	171,1391	2969	334-48-5	C01571	HMDB00511
1390	caproate (6:0)	Lipid	Medium Chain Fatty Acid	32489	LC/MS Neg	926	2713,7	115,0765	8892	142-62-1	C01585	HMDB00535
1392	caprylate (8:0)	Lipid	Medium Chain Fatty Acid	32492	LC/MS Neg	932	4362	143,1078	379	124-07-2	C06423	HMDB00482
56	carboxyethyl-GABA	Amino Acid	Glutamate Metabolism	40007	LC/MS Pos Early	100003260	2085	176,0917	2572	02.03.4386		HMDB02201
5081	carboxyibuprofen	Xenobiotics	Drug - Analgesics, Anesthetics	43333	LC/MS Neg	100004171	1920	235,0976	10444113	15935-54-3		HMDB60564
5082	carboxyibuprofen glucuronide*	Xenobiotics	Drug - Analgesics, Anesthetics	62067	LC/MS Polar	100020212	2294	411,1297				HMDB60564
1811	carnitine	Lipid	Carnitine Metabolism	15500	LC/MS Pos Early	100000007	1978	162,1125	10917	461-05-2	C00318	HMDB00062
4227	carotene diol (1)	Cofactors and Vitamins	Vitamin A Metabolism	57635	LC/MS Pos Late	100015966	1720	568,4276				
4228	carotene diol (2)	Cofactors and Vitamins	Vitamin A Metabolism	57636	LC/MS Pos Late	100015967	1904	568,4279				
4229	carotene diol (3)	Cofactors and Vitamins	Vitamin A Metabolism	57637	LC/MS Pos Late	100015968	1948	568,4279				
4288	catechol sulfate	Xenobiotics	Benzoate Metabolism	35320	LC/MS Neg	100001605	1906	188,9863	3083879	4918-96-1		HMDB59724
2888	ceramide (d16:1/24:1, d18:1/22:1)*	Lipid	Ceramides	57437	LC/MS Pos Late	100015727	3850	620,5976				
2884	ceramide (d18:1/14:0, d16:1/16:0)*	Lipid	Ceramides	57432	LC/MS Pos Late	100015735	2477	510,4881				
2887	ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*	Lipid	Ceramides	57440	LC/MS Pos Late	100015755	3920	594,582				
2889	ceramide (d18:2/24:1, d18:1/24:2)*	Lipid	Ceramides	57443	LC/MS Pos Late	100015744	3858	646,6133				
1757	cerotoylcarnitine (C26)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	57516	LC/MS Pos Late	100015835	1649	540,4986				HMDB06347
5518	cetirizine	Xenobiotics	Drug - Respiratory	54745	LC/MS Pos Late	100009034	1052	389,1627	2678	83881-51-0	C07778	HMDB05032
3270	chenodeoxycholate	Lipid	Primary Bile Acid Metabolism	1563	LC/MS Neg	1123	5264	391,2854	10133	"474-24-9;474-25-9"	C02528	HMDB00518
2064	chiro-inositol	Lipid	Inositol Metabolism	37112	LC/MS Polar	100001859	3191,2	225,0616		643-12-9	C19891	HMDB34220
3267	cholate	Lipid	Primary Bile Acid Metabolism	22842	LC/MS Neg	136	5165	407,2803	221493	81-25-4	C00695	HMDB00619
3028	cholesterol	Lipid	Sterol	63	LC/MS Pos Late	266	2707	369,3516	11025495	57-88-5	C00187	HMDB00067
3285	cholic acid glucuronide	Lipid	Primary Bile Acid Metabolism	62571	LC/MS Neg	100020549	4512	583,3124				
2092	choline	Lipid	Phospholipid Metabolism	15506	LC/MS Pos Early	1256	1961	104,107	305	67-48-1	C00114	HMDB00097
2093	phosphocholine	Lipid	Phospholipid Metabolism	34396	LC/MS Pos Early	267	700	184,0733	1014	72556-74-2	C00588	HMDB01565
4595	cinnamoylglycine	Xenobiotics	Food Component/Plant	38637	LC/MS Neg	100002253	3127	204,0666	709625	16534-24-0		HMDB11621
5156	ciprofloxacin	Xenobiotics	Drug - Antibiotic	57614	LC/MS Neg	100000687	2724	392,1263	"4011971;2764"	85721-33-1	C05349	
1802	cis-3,4-methyleneheptanoylcarnitine	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	64389	LC/MS Pos Late	100021728	845	286,2013				
1395	cis-4-decenoate (10:1n6)*	Lipid	Medium Chain Fatty Acid	62873	LC/MS Neg	100002796	4890	169,1234	5312351	505-90-8		
1764	cis-4-decenoylcarnitine (C10:1)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	38178	LC/MS Pos Late	100002259	1057	314,2326		98930-66-6		
5482	citalopram/escitalopram	Xenobiotics	Drug - Psychoactive	40459	LC/MS Pos Late	100003444	908	325,1711	146570	219861-08-2	D07913	HMDB05028
1365	citraconate/glutaconate	Energy	TCA Cycle	47076	LC/MS Polar	100006438	2600	129,0194				
61	citramalate	Amino Acid	Glutamate Metabolism	22158	LC/MS Pos Early	100000998	1224	166,071	1081	08.10.6236	C00815	HMDB00426
1344	citrate	Energy	TCA Cycle	1564	LC/MS Neg	1124	582	191,0197	311	77-92-9	C00158	HMDB00094
441	citrulline	Amino Acid	"Urea cycle; Arginine and Proline Metabolism"	2132	LC/MS Pos Early	391	1520	176,103	9750	372-75-8	C00327	HMDB00904
3131	corticosterone	Lipid	Corticosteroids	5983	LC/MS Neg	272	5040	345,2071	5753	50-22-6	C02140	HMDB01547
3138	cortisol	Lipid	Corticosteroids	1712	LC/MS Neg	356	4710	361,202	5754	50-23-7	C00735	HMDB00063
3142	cortisone	Lipid	Corticosteroids	1769	LC/MS Neg	273	4575	359,1864	222786	53-06-5	C00762	HMDB02802
3148	cortolone glucuronide (1)	Lipid	Corticosteroids	57699	LC/MS Neg	100015971	4600	541,2654				
4387	cotinine	Xenobiotics	Tobacco Metabolite	553	LC/MS Pos Early	848	2213	177,1022	854019	486-56-6		HMDB01046
476	creatine	Amino Acid	Creatine Metabolism	27718	LC/MS Pos Early	1221	1947	132,0768	586	57-00-1	C00300	HMDB00064
477	creatinine	Amino Acid	Creatine Metabolism	513	LC/MS Pos Early	275	2055	114,0662	588	60-27-5	C00791	HMDB00562
525	cys-gly, oxidized	Amino Acid	Glutathione Metabolism	18368	LC/MS Pos Early	1224	2947	355,0741	333293	7729-20-6		
406	cystathionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	15705	LC/MS Pos Early	310	2270	223,0747	439258	535-34-2	C02291	HMDB00099
408	cysteine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1868	LC/MS Pos Early	800	1475	122,027	5862	"52-90-4;56-89-3"	C00097	HMDB00574
414	cysteine s-sulfate	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	22176	LC/MS Pos Early	100000808	565	201,9838	115015	1637-71-4	C05824	HMDB00731
520	cysteine-glutathione disulfide	Amino Acid	Glutathione Metabolism	35159	LC/MS Pos Early	100001437	2465	427,0952	4247235	13081-14-6		HMDB00656
523	cysteinylglycine	Amino Acid	Glutathione Metabolism	35637	LC/MS Pos Early	278	2132	179,0485	439498	19246-18-5	C01419	HMDB00078
524	cysteinylglycine disulfide*	Amino Acid	Glutathione Metabolism	62103	LC/MS Pos Early	100002466	2547	298,0526		70555-24-7		HMDB00709
415	cystine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	56	LC/MS Pos Early	279	2000	241,0311	67678	56-89-3	C00491	HMDB00192
4057	cytidine	Nucleotide	Pyrimidine Metabolism, Cytidine containing	514	LC/MS Pos Early	827	2124	244,0928	6175	65-46-3	C00475	HMDB00089
4058	cytosine	Nucleotide	Pyrimidine Metabolism, Cytidine containing	573	LC/MS Pos Early	881	2060	112,0505	597	71-30-7	C00380	HMDB00630
5519	De(carboxymethoxy) cetirizine acetic acid	Xenobiotics	Drug - Respiratory	64199	LC/MS Pos Late	100021782	988	345,1364		942193-17-1		
1578	decadienedioic acid (C10:2-DC)	Lipid	Fatty Acid, Dicarboxylate	63685	LC/MS Polar	100021711	2329,7	197,0819				
1747	decanoylcarnitine (C10)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)	33941	LC/MS Pos Late	100001251	1130	316,2482	10245190	1492-27-9		HMDB00651
3163	dehydroepiandrosterone sulfate (DHEA-S)	Lipid	Androgenic Steroids	32425	LC/MS Neg	100000792	4745	367,1585	12594	651-48-9	C04555	HMDB01032
4161	delta-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	33418	LC/MS Pos Late	100001216	2259	402,3492	92094	119-13-1	C14151	HMDB02902
1810	deoxycarnitine	Lipid	Carnitine Metabolism	36747	LC/MS Pos Early	100001662	2052	146,1176	134	6249-56-5	C01181	HMDB01161
3292	deoxycholate	Lipid	Secondary Bile Acid Metabolism	1114	LC/MS Neg	302	5294	391,2854	222528	83-44-3	C04483	HMDB00626
3295	deoxycholic acid 12-sulfate*	Lipid	Secondary Bile Acid Metabolism	63688	LC/MS Neg	100021712	4580	235,1175				
3297	deoxycholic acid glucuronide	Lipid	Secondary Bile Acid Metabolism	63610	LC/MS Neg	100020550	4800	567,3175				
5077	desmethylnaproxen sulfate	Xenobiotics	Drug - Analgesics, Anesthetics	46106	LC/MS Neg	100001788	2250	295,0282	184679			
5366	dexlansoprazole	Xenobiotics	Drug - Gastrointestinal	57668	LC/MS Pos Late	100015794	827	370,0832	9578005	138530-94-6	D08903	
5687	dexpanthenol	Xenobiotics	Chemical	38314	LC/MS Pos Early	100002376	1740	206,1387	4678	16485-10-2	D03726	HMDB04231
2734	diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*	Lipid	Diacylglycerol	54966	LC/MS Pos Late	100010940	2733	608,5249				
5099	diclofenac	Xenobiotics	Drug - Analgesics, Anesthetics	52931	LC/MS Pos Late	100008961	1222	296,024		15307-86-5	C01690	HMDB14724
1468	dihomolinoleate (20:2n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	17805	LC/MS Neg	1231	5730	307,2643	6439848	2091-39-6	C16525	HMDB05060
1470	dihomolinolenate (20:3n3 or 3n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	35718	LC/MS Neg	100001739	5596	305,2486	5280581	17046-59-2	C03242	HMDB02925
1825	dihomo-linolenoyl-choline	Lipid	Fatty Acid Metabolism (Acyl Choline)	53262	LC/MS Pos Late	100009335	1424	392,3523				
1779	dihomo-linolenoylcarnitine (C20:3n3 or 6)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	57521	LC/MS Pos Late	100015840	1392	450,3578				
1777	dihomo-linoleoylcarnitine (C20:2)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	57520	LC/MS Pos Late	100015839	1436	452,3734				
4576	dihydrocaffeate sulfate (2)	Xenobiotics	Food Component/Plant	62524	LC/MS Neg	100020822	930	261,0074				
4620	dihydroferulate	Xenobiotics	Food Component/Plant	40481	LC/MS Neg	100003432	1928	195,0663	14340	1135-23-5		
4013	dihydroorotate	Nucleotide	Pyrimidine Metabolism, Orotate containing	601	LC/MS Polar	923	1910	157,0255	648	155-54-4	C00337	HMDB03349
5689	dimethyl sulfone	Xenobiotics	Chemical	43424	LC/MS Pos Early	100004284	832	95,0161	6213	67-71-0	C11142	HMDB04983
447	dimethylarginine (ADMA + SDMA)	Amino Acid	"Urea cycle; Arginine and Proline Metabolism"	36808	LC/MS Pos Early	100001810	2850	203,1503	123831	102783-24-4	C03626	HMDB01539
5	dimethylglycine	Amino Acid	Glycine, Serine and Threonine Metabolism	5086	LC/MS Pos Early	806	1104	104,0706	673	1118-68-9	C01026	HMDB00092
474	dimethylguanidino valeric acid (DMGV)*	Amino Acid	"Urea cycle; Arginine and Proline Metabolism"	62783	LC/MS Pos Early	100020866	1891	202,1186				
1475	docosadienoate (22:2n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	32415	LC/MS Neg	100001182	6034	335,2956	5282807	7370-49-2	C16533	HMDB61714
1600	docosadioate (C22-DC)	Lipid	Fatty Acid, Dicarboxylate	39837	LC/MS Neg	100002952	5291,8	369,301	244872	505-56-6	C19625	
1461	"docosahexaenoate (DHA; 22:6n3)"	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	44675	LC/MS Neg	100000665	5525	327,233	445580	6217-54-5	C06429	HMDB02183
1786	docosahexaenoylcarnitine (C22:6)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	57523	LC/MS Pos Late	100015845	1349	472,3422				
1829	docosahexaenoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	53263	LC/MS Pos Late	100009333	1378	414,3367				
1460	"docosapentaenoate (DPA; 22:5n3)"	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	32504	LC/MS Neg	100001181	5571	329,2486	6441454	2234-74-4	C16513	HMDB06528
1474	"docosapentaenoate (n6 DPA; 22:5n6)"	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	37478	LC/MS Neg	100001580	5624,5	329,2486	6441454	25182-74-5	C16513	HMDB01976
1462	docosatrienoate (22:3n3)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	32417	LC/MS Neg	100001195	5823	333,2799	5312556	59708-86-0	C16534	HMDB02823
1585	dodecadienoate (12:2)*	Lipid	Fatty Acid, Dicarboxylate	62276	LC/MS Neg	100020478	5146	195,1391				
1582	dodecanedioate (C12)	Lipid	Fatty Acid, Dicarboxylate	32388	LC/MS Neg	100001102	2990	229,1445	12736	693-23-2	C02678	HMDB00623
1584	dodecenedioate (C12:1-DC)*	Lipid	Fatty Acid, Dicarboxylate	61864	LC/MS Neg	100019972	2700	227,1289				
214	dopamine 3-O-sulfate	Amino Acid	Tyrosine Metabolism	48407	LC/MS Neg	100006361	1556,2	232,0285	122136		C13690	HMDB06275
5691	ectoine	Xenobiotics	Chemical	35651	LC/MS Pos Early	100001635	1980	143,0815	126041	96702-03-3	C06231	
5692	EDTA	Xenobiotics	Chemical	22163	LC/MS Neg	100001002	643	291,0834	6049	60-00-4	C00284	HMDB15109
1598	eicosanedioate (C20-DC)	Lipid	Fatty Acid, Dicarboxylate	39831	LC/MS Neg	100002951	5200,9	341,2697	75502	2424-92-2		
1458	"eicosapentaenoate (EPA; 20:5n3)"	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	18467	LC/MS Neg	2050	5450	301,2173	446284	"10-2005-9;10417-94-4"	C06428	HMDB01999
1831	eicosapentaenoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	53258	LC/MS Pos Late	100009336	1343	388,321				
1599	eicosenedioate (C20:1-DC)*	Lipid	Fatty Acid, Dicarboxylate	62923	LC/MS Neg	100021105	5095	339,2541				
1441	eicosenoate (20:1n9 or 1n11)	Lipid	Long Chain Monounsaturated Fatty Acid	33587	LC/MS Neg	100001335	5950	309,2799	5282768		C16526	HMDB02231
1771	eicosenoylcarnitine (C20:1)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	57519	LC/MS Pos Late	100015838	1484	454,3891				
3168	epiandrosterone sulfate	Lipid	Androgenic Steroids	33973	LC/MS Neg	100001287	4855	369,1741	9929317	22229-22-7		
4634	ergothioneine	Xenobiotics	Food Component/Plant	37459	LC/MS Pos Early	100002154	850	230,0958	3032311	58511-63-0	C05570	HMDB03045
1445	erucate (22:1n9)	Lipid	Long Chain Monounsaturated Fatty Acid	1552	LC/MS Neg	1087	6355,6	337,3112	5281116	112-86-7	C08316	HMDB02068
4636	erythritol	Xenobiotics	Food Component/Plant	20699	LC/MS Polar	100000846	1491	167,0561	222285	149-32-6	C00503	HMDB02994
1336	erythronate*	Carbohydrate	Aminosugar Metabolism	42420	LC/MS Polar	100001320	2186	135,0299	2781043	88759-55-1		HMDB00613
4827	ethyl alpha-glucopyranoside	Xenobiotics	Food Component/Plant	63152	LC/MS Neg	100015965	1576	207,0874	428040	34625-23-5		
4956	ethyl beta-glucopyranoside	Xenobiotics	Food Component/Plant	64131	LC/MS Neg	100020377	1519	207,0874	121667			
5631	ethyl glucuronide	Xenobiotics	Chemical	39603	LC/MS Neg	100002849	793	221,0667	152226	17685-04-0		HMDB10325
363	ethylmalonate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	15765	LC/MS Polar	2054	2785	131,035	11756	601-75-2		HMDB00622
5758	ethylparaben sulfate	Xenobiotics	Chemical	48463	LC/MS Neg	100006271	3445	245,0125		162338-11-6		
3179	etiocholanolone glucuronide	Lipid	Androgenic Steroids	47112	LC/MS Neg	100005403	4915	465,2494	270605	03.09.3602		HMDB04484
4859	eugenol sulfate	Xenobiotics	Food Component/Plant	48715	LC/MS Neg	100006171	3782	243,0333	180632	95480-60-7		
4642	ferulic acid 4-sulfate	Xenobiotics	Food Component/Plant	47114	LC/MS Neg	100005389	1200	273,0074	6305574	86321-29-1		HMDB29200
1070	ADSGEGDFXAEGGGVR*	Peptide	Fibrinogen Cleavage Peptide	57709	LC/MS Neg	100001322	2474	766,8353	16133137	25422-31-5		
1078	DSGEGDFXAEGGGVR*	Peptide	Fibrinogen Cleavage Peptide	31548	LC/MS Neg	100001323	2535	731,3168				
4131	FAD	Cofactors and Vitamins	Riboflavin Metabolism	2134	LC/MS Neg	327	2425	784,1499	643975	"146-14-5;84366-81-4"	C00016	HMDB01248
77	formiminoglutamate	Amino Acid	Histidine Metabolism	43493	LC/MS Pos Early	100002500	1880	175,0713	439233	816-90-0	C00439	HMDB00854
1254	fructose	Carbohydrate	Fructose, Mannose and Galactose Metabolism	48195	LC/MS Polar	878	2065	225,0616	5984	57-48-7	C00095	HMDB00660
114	fructosyllysine	Amino Acid	Lysine Metabolism	46227	LC/MS Pos Early	100005373	2784	309,1656	123708	21291-40-7		
1354	fumarate	Energy	TCA Cycle	1643	LC/MS Polar	330	3084	115,0037	444972	100-17-8	C00122	HMDB00134
5312	furosemide	Xenobiotics	Drug - Cardiovascular	43009	LC/MS Neg	100004241	3515	329,0004	3440	54-31-9	D00331	HMDB01933
1280	galactonate	Carbohydrate	Fructose, Mannose and Galactose Metabolism	27719	LC/MS Polar	100001026	3085	195,051	128869	299-28-5	C00880	HMDB00565
50	gamma-carboxyglutamate	Amino Acid	Glutamate Metabolism	38754	LC/MS Pos Early	100002679	903	192,0503	40772	56271-99-9		HMDB41900
4165	gamma-CEHC	Cofactors and Vitamins	Tocopherol Metabolism	44876	LC/MS Neg	100002094	3843	263,1289	133098	178167-75-4		HMDB01931
593	gamma-glutamyl-2-aminobutyrate	Peptide	Gamma-glutamyl Amino Acid	37092	LC/MS Pos Early	100001502	2380	233,1132		16869-42-4		
583	gamma-glutamyl-alpha-lysine	Peptide	Gamma-glutamyl Amino Acid	55015	LC/MS Pos Early	100010901	2784	276,1554	65254			
575	gamma-glutamylalanine	Peptide	Gamma-glutamyl Amino Acid	37063	LC/MS Pos Early	100001843	1986	219,0976	440103	5875-41-2		HMDB29142
592	gamma-glutamylcitrulline*	Peptide	Gamma-glutamyl Amino Acid	62104	LC/MS Pos Early	100020241	1644	305,1456				
577	gamma-glutamylglutamate	Peptide	Gamma-glutamyl Amino Acid	36738	LC/MS Pos Early	331	1775	277,103	92865	1116-22-9	C05282	HMDB11737
578	gamma-glutamylglutamine	Peptide	Gamma-glutamyl Amino Acid	2730	LC/MS Pos Early	1140	1430	276,119	150914	10148-81-9	C05283	HMDB11738
579	gamma-glutamylglycine	Peptide	Gamma-glutamyl Amino Acid	33949	LC/MS Pos Early	100001294	1535	205,0819	165527	1948-29-4		HMDB11667
580	gamma-glutamylhistidine	Peptide	Gamma-glutamyl Amino Acid	18245	LC/MS Pos Early	1235	2740	285,1194	7017195	37460-15-4		
581	gamma-glutamylisoleucine*	Peptide	Gamma-glutamyl Amino Acid	34456	LC/MS Pos Early	100001485	2940	261,1445	14253342			HMDB11170
582	gamma-glutamylleucine	Peptide	Gamma-glutamyl Amino Acid	18369	LC/MS Pos Early	1268	2991	261,1445	151023	2566-39-4		HMDB11171
585	gamma-glutamylmethionine	Peptide	Gamma-glutamyl Amino Acid	44872	LC/MS Pos Early	100001313	2640	279,1009	7009567	17663-87-5		HMDB29155
586	gamma-glutamylphenylalanine	Peptide	Gamma-glutamyl Amino Acid	33422	LC/MS Pos Early	100000491	2992	295,1289	111299	7432-24-8		HMDB00594
587	gamma-glutamylthreonine	Peptide	Gamma-glutamyl Amino Acid	33364	LC/MS Pos Early	100001314	1750	249,1081	76078708	5652-48-2		HMDB29159
588	gamma-glutamyltryptophan	Peptide	Gamma-glutamyl Amino Acid	33947	LC/MS Neg	100001295	1960	332,1252	3989307	66471-20-3		HMDB29160
589	gamma-glutamyltyrosine	Peptide	Gamma-glutamyl Amino Acid	2734	LC/MS Pos Early	1102	2518	311,1238	94340	7432-23-7		HMDB11741
590	gamma-glutamylvaline	Peptide	Gamma-glutamyl Amino Acid	43829	LC/MS Pos Early	100001126	2700	247,1289	7015683	2746-34-1		HMDB11172
4179	gamma-tocopherol/beta-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	52473	LC/MS Pos Late	100008998	2384	416,3643				
209	gentisate	Amino Acid	Tyrosine Metabolism	18280	LC/MS Polar	100000447	905	153,0193	3469	490-79-9	C00628	HMDB00152
5902	GlcNAc sulfate conjugate of C21H34O2 steroid	Partially Characterized Molecules	Partially Characterized Molecules	63699	LC/MS Neg	100021726	4336,7	299,6386				
4547	gluconate	Xenobiotics	Food Component/Plant	587	LC/MS Polar	338	2922	195,051	10690	527-07-1	C00257	HMDB00625
1134	glucose	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	48152	LC/MS Polar	572	2342	225,0616	5793	50-99-7	C00031	HMDB00122
1312	glucuronate	Carbohydrate	Aminosugar Metabolism	15443	LC/MS Polar	100000257	3233,3	193,0354	444791	207300-70-7	C00191	HMDB00127
5838	glucuronide of C10H18O2 (1)*	Partially Characterized Molecules	Partially Characterized Molecules	61881	LC/MS Neg	100019990	2728	345,1555				
5844	glucuronide of C10H18O2 (7)*	Partially Characterized Molecules	Partially Characterized Molecules	61887	LC/MS Neg	100020014	3790	345,1555				
5845	glucuronide of C10H18O2 (8)*	Partially Characterized Molecules	Partially Characterized Molecules	61888	LC/MS Neg	100020015	3865	345,1555				
4746	glucuronide of piperine metabolite C17H21NO3 (3)*	Xenobiotics	Food Component/Plant	62290	LC/MS Neg	100020491	3951	462,177				
